1765480990.0698133,008,8,0000020000000000
1765480990.0698528,008,8,0000020000000000
1765480990.0698545,00C,8,0030020000000000
1765480990.0698557,008,8,0000020000000000
1765480990.070017,008,8,0000020000000000
1765480990.070145,008,8,0000020000000000
1765480990.0701468,008,8,0000020000000000
1765480990.2699764,00C,8,000c020000000000
1765480990.2699854,008,8,0000020000000000
1765480990.2699866,008,8,0000020000000000
1765480990.2699885,008,8,0000020000000000
1765480990.26999,008,8,0000020000000000
1765480990.2701378,00C,8,0030020000000000
1765480990.2704089,008,8,0000020000000000
1765480990.2704115,008,8,0000020000000000
1765480990.270413,008,8,0000020000000000
1765480990.4702106,008,8,0000020000000000
1765480990.4702127,00C,8,000c020000000000
1765480990.470214,008,8,0000020000000000
1765480990.4703684,008,8,0000020000000000
1765480990.4703703,008,8,0000020000000000
1765480990.4703715,008,8,0000020000000000
1765480990.470373,00C,8,0030020000000000
1765480990.470374,008,8,0000020000000000
1765480990.4704676,008,8,0000020000000000
1765480990.6704488,008,8,0000020000000000
1765480990.6704514,008,8,0000020000000000
1765480990.6704535,00C,8,000c020000000000
1765480990.6704564,008,8,0000020000000000
1765480990.6704583,008,8,0000020000000000
1765480990.6704605,008,8,0000020000000000
1765480990.670581,008,8,0000020000000000
1765480990.6705837,00C,8,0030020000000000
1765480990.6705859,008,8,0000020000000000
1765480990.8705647,008,8,0000020000000000
1765480990.8705666,008,8,0000020000000000
1765480990.8705678,008,8,0000020000000000
1765480990.8705769,00C,8,000c020000000000
1765480990.8705783,008,8,0000020000000000
1765480990.8705795,008,8,0000020000000000
1765480990.8707268,008,8,0000020000000000
1765480990.8707287,008,8,0000020000000000
1765480990.8708546,00C,8,0030020000000000
1765480991.070684,008,8,0000020000000000
1765480991.070686,008,8,0000020000000000
1765480991.070695,008,8,0000020000000000
1765480991.0706959,008,8,0000020000000000
1765480991.0706973,00C,8,000c020000000000
1765480991.0708425,008,8,0000020000000000
1765480991.070972,008,8,0000020000000000
1765480991.0709739,008,8,0000020000000000
1765480991.070975,008,8,0000020000000000
1765480991.2707984,00C,8,0030020000000000
1765480991.270809,008,8,0000020000000000
1765480991.2708106,008,8,0000020000000000
1765480991.2708116,008,8,0000020000000000
1765480991.2709565,008,8,0000020000000000
1765480991.2709587,00C,8,000c020000000000
1765480991.271085,008,8,0000020000000000
1765480991.271087,008,8,0000020000000000
1765480991.271315,008,8,0000020000000000
1765480991.4710402,008,8,0000020000000000
1765480991.4710424,00C,8,0030020000000000
1765480991.4710517,008,8,0000020000000000
1765480991.4710534,008,8,0000020000000000
1765480991.4710548,008,8,0000020000000000
1765480991.47132,008,8,0000020000000000
1765480991.4713223,00C,8,000c020000000000
1765480991.4713235,008,8,0000020000000000
1765480991.4713247,008,8,0000020000000000
1765480991.671398,008,8,0000020000000000
1765480991.6714,008,8,0000020000000000
1765480991.6714015,00C,8,0030020000000000
1765480991.6714027,008,8,0000020000000000
1765480991.671404,008,8,0000020000000000
1765480991.671405,008,8,0000020000000000
1765480991.671413,008,8,0000020000000000
1765480991.671561,00C,8,000c020000000000
1765480991.671563,008,8,0000020000000000
1765480991.87139,008,8,0000020000000000
1765480991.8713923,008,8,0000020000000000
1765480991.871401,008,8,0000020000000000
1765480991.871403,00C,8,0030020000000000
1765480991.8714042,008,8,0000020000000000
1765480991.8715498,008,8,0000020000000000
1765480991.871682,008,8,0000020000000000
1765480991.871684,008,8,0000020000000000
1765480991.8716855,00C,8,000c020000000000
1765480992.0715046,008,8,0000020000000000
1765480992.0715137,008,8,0000020000000000
1765480992.0715146,008,8,0000020000000000
1765480992.0715168,008,8,0000020000000000
1765480992.0716658,00C,8,0030020000000000
1765480992.071668,008,8,0000020000000000
1765480992.071796,008,8,0000020000000000
1765480992.0717978,008,8,0000020000000000
1765480992.0719087,008,8,0000020000000000
1765480992.2717457,00C,8,000c020000000000
1765480992.2717478,008,8,0000020000000000
1765480992.27175,008,8,0000020000000000
1765480992.2717588,008,8,0000020000000000
1765480992.27176,008,8,0000020000000000
1765480992.2717612,00C,8,0030020000000000
1765480992.2719064,008,8,0000020000000000
1765480992.272032,008,8,0000020000000000
1765480992.272034,008,8,0000020000000000
1765480992.4718592,008,8,0000020000000000
1765480992.4718614,00C,8,000c020000000000
1765480992.47187,008,8,0000020000000000
1765480992.4718716,008,8,0000020000000000
1765480992.4718728,008,8,0000020000000000
1765480992.472021,008,8,0000020000000000
1765480992.4722533,00C,8,0030020000000000
1765480992.4722552,008,8,0000020000000000
1765480992.4722564,008,8,0000020000000000
1765480992.6719756,008,8,0000020000000000
1765480992.6719844,008,8,0000020000000000
1765480992.6719859,00C,8,000c020000000000
1765480992.671988,008,8,0000020000000000
1765480992.6722317,008,8,0000020000000000
1765480992.6722336,008,8,0000020000000000
1765480992.672235,008,8,0000020000000000
1765480992.6722362,00C,8,0030020000000000
1765480992.6723583,008,8,0000020000000000
1765480992.8723366,008,8,0000020000000000
1765480992.8723388,008,8,0000020000000000
1765480992.87234,008,8,0000020000000000
1765480992.8723423,00C,8,000c020000000000
1765480992.8723435,008,8,0000020000000000
1765480992.872352,008,8,0000020000000000
1765480992.872502,008,8,0000020000000000
1765480992.8725042,008,8,0000020000000000
1765480992.8725057,00C,8,0030020000000000
1765480993.072456,008,8,0000020000000000
1765480993.0724578,008,8,0000020000000000
1765480993.072459,008,8,0000020000000000
1765480993.0724683,008,8,0000020000000000
1765480993.07247,00C,8,000c020000000000
1765480993.072471,008,8,0000020000000000
1765480993.0726166,008,8,0000020000000000
1765480993.0726187,008,8,0000020000000000
1765480993.0727434,008,8,0000020000000000
1765480993.2725754,00C,8,0030020000000000
1765480993.2725775,008,8,0000020000000000
1765480993.2725863,008,8,0000020000000000
1765480993.2725883,008,8,0000020000000000
1765480993.2725897,008,8,0000020000000000
1765480993.2727325,00C,8,000c020000000000
1765480993.2728589,008,8,0000020000000000
1765480993.2728608,008,8,0000020000000000
1765480993.272862,008,8,0000020000000000
1765480993.4726844,008,8,0000020000000000
1765480993.4726944,00C,8,0030020000000000
1765480993.4726956,008,8,0000020000000000
1765480993.4726977,008,8,0000020000000000
1765480993.4728463,008,8,0000020000000000
1765480993.472849,008,8,0000020000000000
1765480993.4729755,00C,8,000c020000000000
1765480993.4729774,008,8,0000020000000000
1765480993.473182,008,8,0000020000000000
1765480993.6729252,008,8,0000020000000000
1765480993.6729271,008,8,0000020000000000
1765480993.6729286,00C,8,0030020000000000
1765480993.672938,008,8,0000020000000000
1765480993.6729393,008,8,0000020000000000
1765480993.6729405,008,8,0000020000000000
1765480993.6732078,008,8,0000020000000000
1765480993.67321,00C,8,000c020000000000
1765480993.673211,008,8,0000020000000000
1765480993.8730955,008,8,0000020000000000
1765480993.8730993,008,8,0000020000000000
1765480993.873181,008,8,0000020000000000
1765480993.8731842,00C,8,0030020000000000
1765480993.873186,008,8,0000020000000000
1765480993.873189,008,8,0000020000000000
1765480993.8732936,008,8,0000020000000000
1765480993.8732955,008,8,0000020000000000
1765480993.8732977,00C,8,000c020000000000
1765480994.0732775,008,8,0000020000000000
1765480994.0732808,008,8,0000020000000000
1765480994.0732822,008,8,0000020000000000
1765480994.0732903,008,8,0000020000000000
1765480994.0732918,00C,8,0030020000000000
1765480994.073293,008,8,0000020000000000
1765480994.0734413,008,8,0000020000000000
1765480994.0734434,008,8,0000020000000000
1765480994.0735676,008,8,0000020000000000
1765480994.2733958,00C,8,000c020000000000
1765480994.273398,008,8,0000020000000000
1765480994.2734065,008,8,0000020000000000
1765480994.2734082,008,8,0000020000000000
1765480994.2734096,008,8,0000020000000000
1765480994.2734113,00C,8,0030020000000000
1765480994.2735555,008,8,0000020000000000
1765480994.2736816,008,8,0000020000000000
1765480994.2736835,008,8,0000020000000000
1765480994.4735155,008,8,0000020000000000
1765480994.4735177,00C,8,000c020000000000
1765480994.4735262,008,8,0000020000000000
1765480994.4735284,008,8,0000020000000000
1765480994.4735296,008,8,0000020000000000
1765480994.473675,008,8,0000020000000000
1765480994.4737911,00C,8,0030020000000000
1765480994.473793,008,8,0000020000000000
1765480994.4737942,008,8,0000020000000000
1765480994.673627,008,8,0000020000000000
1765480994.6736357,008,8,0000020000000000
1765480994.6736374,00C,8,000c020000000000
1765480994.6736395,008,8,0000020000000000
1765480994.6737854,008,8,0000020000000000
1765480994.6737885,008,8,0000020000000000
1765480994.6739156,008,8,0000020000000000
1765480994.6739175,00C,8,0030020000000000
1765480994.6741447,008,8,0000020000000000
1765480994.8738675,008,8,0000020000000000
1765480994.8738694,008,8,0000020000000000
1765480994.8738706,008,8,0000020000000000
1765480994.8738801,00C,8,000c020000000000
1765480994.8738813,008,8,0000020000000000
1765480994.8738825,008,8,0000020000000000
1765480994.8741486,008,8,0000020000000000
1765480994.8741503,008,8,0000020000000000
1765480994.8741517,00C,8,0030020000000000
1765480995.0739744,008,8,0000020000000000
1765480995.0739763,008,8,0000020000000000
1765480995.0741372,008,8,0000020000000000
1765480995.0741403,008,8,0000020000000000
1765480995.074142,00C,8,000c020000000000
1765480995.0741436,008,8,0000020000000000
1765480995.0742657,008,8,0000020000000000
1765480995.0742676,008,8,0000020000000000
1765480995.0742686,008,8,0000020000000000
1765480995.2742155,00C,8,0030020000000000
1765480995.2742176,008,8,0000020000000000
1765480995.2742188,008,8,0000020000000000
1765480995.2742207,008,8,0000020000000000
1765480995.274222,008,8,0000020000000000
1765480995.274231,00C,8,000c020000000000
1765480995.27435,008,8,0000020000000000
1765480995.2743514,008,8,0000020000000000
1765480995.2744794,008,8,0000020000000000
1765480995.4742093,008,8,0000020000000000
1765480995.474219,00C,8,0030020000000000
1765480995.4742205,008,8,0000020000000000
1765480995.4742227,008,8,0000020000000000
1765480995.4743705,008,8,0000020000000000
1765480995.474373,008,8,0000020000000000
1765480995.4744697,00C,8,000c020000000000
1765480995.4744709,008,8,0000020000000000
1765480995.4746132,008,8,0000020000000000
1765480995.674494,008,8,0000020000000000
1765480995.674496,008,8,0000020000000000
1765480995.6744974,00C,8,0030020000000000
1765480995.6745057,008,8,0000020000000000
1765480995.6745071,008,8,0000020000000000
1765480995.6745093,008,8,0000020000000000
1765480995.674593,008,8,0000020000000000
1765480995.6747391,00C,8,000c020000000000
1765480995.674741,008,8,0000020000000000
1765480995.8745654,008,8,0000020000000000
1765480995.8745673,008,8,0000020000000000
1765480995.8745756,008,8,0000020000000000
1765480995.8745768,00C,8,0030020000000000
1765480995.8745782,008,8,0000020000000000
1765480995.8747253,008,8,0000020000000000
1765480995.874852,008,8,0000020000000000
1765480995.8748538,008,8,0000020000000000
1765480995.8748553,00C,8,000c020000000000
1765480996.074635,008,8,0000020000000000
1765480996.0746996,008,8,0000020000000000
1765480996.074701,008,8,0000020000000000
1765480996.0747023,008,8,0000020000000000
1765480996.074704,00C,8,0030020000000000
1765480996.0748003,008,8,0000020000000000
1765480996.0751016,008,8,0000020000000000
1765480996.0751045,008,8,0000020000000000
1765480996.075107,008,8,0000020000000000
1765480996.274915,00C,8,000c020000000000
1765480996.2749174,008,8,0000020000000000
1765480996.2750776,008,8,0000020000000000
1765480996.2750795,008,8,0000020000000000
1765480996.2750807,008,8,0000020000000000
1765480996.275083,00C,8,0030020000000000
1765480996.2750852,008,8,0000020000000000
1765480996.2752056,008,8,0000020000000000
1765480996.2752082,008,8,0000020000000000
1765480996.4751575,008,8,0000020000000000
1765480996.4751596,00C,8,000c020000000000
1765480996.4751608,008,8,0000020000000000
1765480996.475162,008,8,0000020000000000
1765480996.475163,008,8,0000020000000000
1765480996.4751723,008,8,0000020000000000
1765480996.475321,00C,8,0030020000000000
1765480996.475323,008,8,0000020000000000
1765480996.475325,008,8,0000020000000000
1765480996.6751568,008,8,0000020000000000
1765480996.6751661,008,8,0000020000000000
1765480996.6751678,00C,8,000c020000000000
1765480996.675169,008,8,0000020000000000
1765480996.67517,008,8,0000020000000000
1765480996.6753125,008,8,0000020000000000
1765480996.6754446,008,8,0000020000000000
1765480996.6754477,00C,8,0030020000000000
1765480996.6755552,008,8,0000020000000000
1765480996.8753946,008,8,0000020000000000
1765480996.8753965,008,8,0000020000000000
1765480996.8754048,008,8,0000020000000000
1765480996.875407,00C,8,000c020000000000
1765480996.8754082,008,8,0000020000000000
1765480996.8754094,008,8,0000020000000000
1765480996.87555,008,8,0000020000000000
1765480996.8756766,008,8,0000020000000000
1765480996.8756788,00C,8,0030020000000000
1765480997.0755053,008,8,0000020000000000
1765480997.075508,008,8,0000020000000000
1765480997.0755165,008,8,0000020000000000
1765480997.0755174,008,8,0000020000000000
1765480997.0755188,00C,8,000c020000000000
1765480997.0756648,008,8,0000020000000000
1765480997.0757945,008,8,0000020000000000
1765480997.0757966,008,8,0000020000000000
1765480997.0757978,008,8,0000020000000000
1765480997.2756197,00C,8,0030020000000000
1765480997.2756298,008,8,0000020000000000
1765480997.2756312,008,8,0000020000000000
1765480997.2756321,008,8,0000020000000000
1765480997.27578,008,8,0000020000000000
1765480997.2757823,00C,8,000c020000000000
1765480997.2760258,008,8,0000020000000000
1765480997.2760274,008,8,0000020000000000
1765480997.2760289,008,8,0000020000000000
1765480997.4758663,008,8,0000020000000000
1765480997.4758694,00C,8,0030020000000000
1765480997.4758708,008,8,0000020000000000
1765480997.4760175,008,8,0000020000000000
1765480997.4760194,008,8,0000020000000000
1765480997.4760213,008,8,0000020000000000
1765480997.476023,00C,8,000c020000000000
1765480997.4760242,008,8,0000020000000000
1765480997.4761455,008,8,0000020000000000
1765480997.6760962,008,8,0000020000000000
1765480997.6760988,008,8,0000020000000000
1765480997.6761005,00C,8,0030020000000000
1765480997.6761017,008,8,0000020000000000
1765480997.6761026,008,8,0000020000000000
1765480997.6761036,008,8,0000020000000000
1765480997.676112,008,8,0000020000000000
1765480997.6762607,00C,8,000c020000000000
1765480997.6762624,008,8,0000020000000000
1765480997.8627563,008,8,0000020000000000
1765480997.8629591,008,8,0000020000000000
1765480997.8629606,008,8,0000020000000000
1765480997.8632228,00C,8,0030020000000000
1765480997.8633466,008,8,0000020000000000
1765480997.8633485,008,8,0000020000000000
1765480997.8637092,008,8,0000020000000000
1765480997.866769,008,8,0000020000000000
1765480997.86883,00C,8,000c020000000000
1765480997.8690896,008,8,0000020000000000
1765480997.869213,008,8,0000020000000000
1765480997.8693419,008,8,0000020000000000
1765480997.8693433,008,8,0000020000000000
1765480997.8694563,00C,8,0030020000000000
1765480997.8695858,008,8,0000020000000000
1765480997.8695874,008,8,0000020000000000
1765480997.8699567,008,8,0000020000000000
1765480997.869958,008,8,0000020000000000
1765480997.8702166,00C,8,000c020000000000
1765480997.870341,008,8,0000020000000000
1765480997.8704658,008,8,0000020000000000
1765480997.8705678,008,8,0000020000000000
1765480997.8709588,008,8,0000020000000000
1765480997.8709605,00C,8,0030020000000000
1765480997.8710866,008,8,0000020000000000
1765480997.871088,008,8,0000020000000000
1765480997.8712165,008,8,0000020000000000
1765480997.87609,008,8,0000020000000000
1765480997.8760924,00C,8,000c020000000000
1765480997.8761008,008,8,0000020000000000
1765480997.876102,008,8,0000020000000000
1765480997.876103,008,8,0000020000000000
1765480997.876105,008,8,0000020000000000
1765480997.8762116,00C,8,0030020000000000
1765480997.8763392,008,8,0000020000000000
1765480997.8763406,008,8,0000020000000000
1765480997.8838413,008,8,0000020000000000
1765480997.8839607,008,8,0000020000000000
1765480997.8853343,00C,8,000c020000000000
1765480997.8945868,008,8,0000020000000000
